text_id,text,PhyID,platform
2469481,"Compassionate, professional, effective, knowledgeable.  I am a retired Firefighter/Paramedic, and Dr Reed is GREAT!",100566713,Vitals
1797505,The whole experience as been good from scheduling to having the tests done.,100413141,HG
3212475,"I&#39;ve been a patient of Dr. Safvati for almost three years and my experience is always excellent. Ella is incredibly accommodating and helpful. Everything I need, from re-scheduling to helping with the updates of my health insurance (which is always an ordeal), she has always makes me feel like I am their one and only patient. <br><br>The Dr. is also always very personable and welcoming. Very on top of my concerns, and my progress with medication and daily activities for my health. <br><br>So very thankful with them and 100% recommended!",100735233,Yelp
757833,"I have been going to Dr Tong for 15 years. He is very thorough and spends as much time as necessary. He never rushes. He as very good staff, they are always nice to me. 
He is very busy and last minute appointments can be a challenge, 
and expect to wait a bit, He is no worse than any other doctor. I don;t mind the wait is worth it and I budget my time accordingly.",100171790,Vitals
4615512,"Dr Obey is superb! She is extremely thorough. She listens to you & tries to find the best & least invasive option to help. When she is attending to your healthcare needs you are made to feel like you're only patient and she tailor's your care to your individual problem. She does not use a cookie-cutter approach to medicine because she is just that good. That is what individualized healthcare is all about people! I understand that not every doctor is the right fit for every patient, but I've seen many doctor's in my lifetime, but not many as brilliant as her. She has a great bedside manner & has always made me feel at ease. She is extremely ethical and will always do what is in your best interest. In this day & age you can't just trust what doctors say without the demonstration of trustworthiness. Dr Obey has always done her very best for me & I trust her with my life without reservation. I travel from Kaufmann Texas which is an hour away because she is worth it. Dr Obey is simply FABULOUS!!!!!",101054657,Vitals
131873,"Highly recommend Dr Ong. I was was seen by an other doctor , but that visit did not solve my problem. She is a good listener and was able to found the real cause of my symptoms by ordering the right blood-test. Referred me to a specialist. I have received the proper treatment after my diagnosis and fully recovered from a possible life threatening condition. Thank you Dr Ong.",100026974,Vitals
4190007,"This doctor out of many different doctors over the years. From different types of specialties from neurology to psychiatry. This doctor is more concerned about her business and prescribing medications right away. After one year of seeing her and using her medications, it feels as though the depression and anxiety, as a result from the epilepsy, has gotten progressively worse. I even mentioned this to her and just continued to raise the mg's of the meds. There generally was a decent amount of time to wait. About 20-30 minutes, guaranteed. 
If you intend to feel better I recommend a different Pschiatrist, in my opinion.
She clearly loves her prescription pad, she is really fast to write a Rx for drugs such as lithium. Which is a horrible drug to try and prescribe to patients. No my 19 years of seeing different doctors. She has to be one of the worst and impersonal doctors.",100959877,Vitals
2475286,"Dr. Romanelli and his team provided me with the best experience I could of asked for. From the first consultation, I felt very confident and safe in Dr. Romanelli's hands. They want you to have the best possible outcome possible, and do not push for anything you do not feel comfortable with. He talks you through everything, listens to what you want while also being honest about what is realistic for your unique body. He gives you the space to think about your decision without pressure. The surgery itself was smooth and easy. From him, to the nurses, and anesthesiologist everyone works together to make sure you feel as safe and aware of what is going on. They repeatedly checked in on me before and after the surgery. I am writing this three weeks out with the boobs of my dream and I am really grateful to Dr. Romanelli for such a happy experience. I absolutely recommend him and his practice, they do beautiful work and are very experienced.",100567671,Vitals
4129182,I have attempted to call and speak to a supervisor regarding this inaccurate bill and have not received a call back.  I have paid this ONLY to keep my credit superior.  I will be reaching out to the BBB as well as CMS regarding the fraudulent treatment that was given.  Your physician group made a CHOICE to treat me in the hospital KNOWING you were not par with my insurance plan.  NO ONE  came to me and asked my permission to be treated by a physician not in my network.  As a health care professional I am fully aware of my rights and will be pursuing action.,100944568,HG
729945,"Saved my life and my leg., In 1991 I was diagnosed with cancer. My tibia
was surrounded by a tumor, ostiogenicsarcoma, 
which is very rare in 40 year olds.  It was removed and I was given chemo for months.  The team of surgeons, oncologists, etc. saved my leg from amputation and my life.
     In 2004 and March 2021, Dr Jones replaced worn and broken parts in my leg. I am recovering at home and doing well and I'm so glad to have had the confident hands of Dr Jones for the past 30 years. Gene F.",100163404,Vitals
24385,"Referred to Park West emergency room for seritonin syndrome work up per Peninsula. Dr. J Robinson treated me with respect from beginning to end. Listened to s/s (was experiencing difficulty putting them into words), yet allowed me the time it took to explain. Was empathetic, showed concern... after assessing and ordering labs, he felt it was best to admit and evaluate me for a few days.

Going to an emergency room is unnerving to say the least, yet Dr Robinson made me feel at ease.",100006882,HG
4123573,"Avoid her.  If you voice any conservative  sentiment, she will harshly criticize.  She is Nigerian, speaks with a very thick accent, and very left leaning.  She bashes President Trump and has an anti-American bias. I've tip toed around speaking about anything topical and controversial, but been thrusted into nasty interchanges where I end up defending America to her during our appointments. she basically told me any trump supporter is a racist.  If you bring up the subject of ""America "", she will argue why it's America's role to take care of the world.  If you are Pro-American, avoid this doctor. 
Example:  she harbors resentments until we meet again, and will be noticeably more nasty and curt. even her last greeting to me was nasty.   she asked how I was, I said, ""win some lose some.""  She goes, ""oh that's right, I forgot, you are always so pessimistic.""",100943149,Vitals
923099,"Dr. Lawrence is my  ear accupuncturist and he is absolutely amazing! A true pioneer in treating symptoms such as PTSD, insomnia, anxiety, lower back pain, etc. if you're tired of taking pills for ailments, you've got to try Dr. Lawrence and the wearable ear acupuncture needles!",100211345,HG
2277390,Dr. Buchanan is simply wonderful. She is a kind and compassionate Doctor that truly goes above and beyond for her patients.,100519136,HG
2603350,"Most down to earth & honest PCP I have ever experienced. I never felt rushed, she has always patiently listened, offered sound and honest advice, and has done whatever was within her authority to accommodate and work with me on any personal medical concerns. I'm disappointed she left Huguenot Primary Care and I will be following her to her next practice.",100595454,HG
4507528,"Dr. Hall and his staff have always been top notch, courteous folks. Dr. Hall was the first Doctor I visited who was interested in getting rid of all my ailments rather than treating me to live with, and deal with my symptoms. I will always be grateful to him and his staff.",101034252,Vitals
3045281,"I am not a patient of Dr. Pearlman, but just want to thank him for doing a pragmatic study of how to remove headlice [[ basically, you cover your head with hand cream, use a hair dryer to dry it into a hard suffocating cover around the lice, then wash off later in the day; repeat for a couple of weeks, no need to remove nits except so that others don&#39;t think you are carrying the plague]].  Anyhow, great work and finally some real data.<br><br>Now I want a study about whether, as I&#39;ve heard, that you don&#39;t have to wash and dry your bedding to kill remaining nits and lice, but only to put them in a dryer on high for 20 minutes.",100698242,Yelp
2128925,"Andrew Berman is a wonderful doctor. He helped my find a diagnosis very efficiently and made sure I understood my options for doing so. He was very kind, answered all my questions and always made himself available for any additional questions or concerns outside of visits. His staff is great as well, and regularly went out of their way to get procedures approved through my HMO insurance very quickly.",100485411,Yelp
33088,"My experience of 12+ years has always been good,  I can't think of a bad visit, and like others posting here, some decisions were life related.  He has my full confidence with his professionalism and medical knowledge.  A+++",100008410,HG
2364470,Dr roehrig is a wonderful and compassionate man great dr. Would recommend him to my best friends.,100540775,Vitals
2847330,I could not ask for a better experience.,100653002,HG
4257009,"Dr Gomez gives no eye contact during visit. Never looks at the patient, only the computer and floor. He does not allow the patient to express their pain or physical status. Spends  very short time in with patient. He was abrupt and had no compassion at all. I would not recommend him, he was cruel and left the patient in tears. Appointment was at 9:15 and waited 2 hours to see an unprofessional. unkind Physician.",100974064,Vitals
1738670,Dr. Fischman has been my doctor for the last 4 years. His bedside manners are exceptional. He is very easy to talk with about almost anything. He consistantly folows up on my treatment. It is usually vey easy to schedule a appointment.,100399915,Vitals
3391963,"We were on vacation and my husband suddenly experienced vertigo.   The hotel recommended that we call Dr. Garvey.   On the phone she was very patient and caring.  She suggested that he try taking a motion sickness, over the counter medication and it worked like a charm.   After sleeping for 3 hours my husband felt much better, the room had stopped spinning and we were able to enjoy the rest of our vacation.  Thank you Dr. Garvey!",100776850,HG
4167009,Dr. Elizalde is an exceptional Physician  - he is a great communicator - patient and clear when giving explanations and answering questions. He never makes one feel rushed and always has time for clarifying anything that is not immediately understood. I have sent three people to him so far.,100953252,HG
4641042,First off you you can't understand any thing he is saying. He thinks everyone has 8 years of medical school does not explain things so us common folks has any idea what he is talking about. his staff is the rudest I have ever had the unfortunate pleasure of dealing with. He needs to get a clue as to how to treat people with respect and dignity.,101061842,Vitals
2744292,"Charting did not reflect physician's history and physical, which was minimal at best.  Misdiagnosed and mistreated.",100628272,Vitals
552017,"I injured both knees two years ago, training for a marathon.  I always dreamed of running an ironman triathlon but suffered from chronic injury.  I made another attempt recently yet I could not handle even small amounts of running.  Both knees did not recover.  I found myself unable to run even for 5 minutes.  It felt hopeless and I was convinced that I was just not going to be able to run at all.  Despite stopping running, the pain did not get better.  I was worried that I would need surgery.  I am a physician and despite my medical training and experience with running, became extremely frustrated with myself, the injuries, and lack of good guidance.  I looked for an orthopedic surgeon who had experience with athletes.  I did not just want to be able to walk pain-free.  I wanted to run and ride my bike as often as I wanted.  I found Dr. Stetson&#39;s office.  When I walked into the office, I noticed all the large autographed pictures of olympic athletes on the walls.  I had come to the right place.  Dr. Stetson took my athletic endeavors seriously and I was happy that he did not write me off and say to give up on running.  An MRI showed a small injury to the medial meniscus and some arthritis under the patella.  Dr. Stetson said we should see if we can improve this with conservative measures and physical therapy.  I was appreciative of this conservative approach and felt better that we had a plan.  The subsequent few months were difficult.  I felt that I was making zero improvement.  I found out I had some major muscle weaknesses that were contributing to my pain.  I was neither running nor cycling, just doing therapy.  I kept doing the exercises.  By the beginning of the new year I started to notice some improvement.  I continued physical therapy on my own and learned to run again.  This is a hard part of recovery and requires persistence and retraining the way the brain and the muscles communicate.  I started running 5 minutes at a time.  10 minutes at a time the next week, and so on.  Dr. Stetson saw me from time to time and encouraged me to be patient.  I began to alternate swimming, cycling, and running.  I slowly progressed.  I still had pain from time to time but I felt that I wanted to give triathlon another try.  By this point I had built a small group of experts who got to know me and supported me: Dr. Stetson&#39;s team, the physical therapists at Core Conditioning, Lisa the massage and ART specialist at LA bodywork, and my training coach.  I began to struggle again with pain.  Dr. Stetson was confident we could get the pain under control.  His bedside manner is exemplary and he always remembered me.  He made good decisions.  I turned a corner last winter and was able to achieve up to 4 hour bike rides.  Soon thereafter was able to run for 2.5 hours at a time.  I was not certain if I was going to complete the ironman distance but I was happy, just happy being active.  As I got to within 1 month of the race, I developed some swelling behind my left knee and some snapping in the hamstring tendon.  Stephanie the PA saw me with no notice and was able to rule out any serious problem which reassured me that I was going to be ok.  In July, I completed my first ever Ironman triathlon: 2.4 mile swim, 112 mile bike ride, and a 26.2 mile run.  I had a fantastic race and finished the event with no problem.  Not only did I finish but I was able to run the entire marathon.  It was an unbelievable journey of pain and frustration where I went from not being able to run nor bike and then in 2 years finish an ironman with no pain.  I cannot tell you how good it felt to cross that finish line.  I returned a week after my race to Dr. Stetson&#39;s clinic to get an MRI of the knee and it was normal.  I learned so much from this experience.  Most importantly I learned that it takes an incredible amount of patience, knowledge, and support from many different people to help you through an injury.  While it may not be possible for everyone to run an ironman, people can and often do more than they believe they can.  People deserve to be able to move their bodies without pain and to have good doctors that they trust absolutely.  Dr. Stetson was in my corner from day 1.  I walked into his office and was prepared for him to tell me I needed surgery.  And I trust Dr. Stetson to operate on me.  In the beginning I was feeling very impatient.  I wanted a magic bullet to just make things normal.  Unfortunately life and the human body does not work so easily.  I have come to appreciate that what truly makes a surgeon great is not just performing successful operations, but also having the knowledge and experience to know when to not operate.  I appreciate that Dr. Stetson had the patience to guide me even when I did not.  A big heartfelt thank you to Dr. Stetson, Stephanie, the medical students, and the entire staff at Stetson Powell Orthopedics sports medicine clinic.  Thank you for helping me make a dream come true.",100124343,Yelp
3163422,"Dr Hunter is the best Dr. I have ever had. 
He has the best bedside manner, is humorous but yet very up to date and knowledgeable. 
His nurse, Gail is awesome as well.",100724326,HG
1383658,"My parents have been going to Dr. Fogel for years.  My brother's and I have pleaded with them to change doctors. You can't teach old dogs new tricks and we've regretted not pressing the issue.  Now they are well past their 80's in chronic need of attention and assistance and Dr. Fogel and his staff are USELESS, HELPLESS and sound very annoyed that you are calling.  Their answer, ""go to the emergency room"".  They do not return phone calls, they do not care to listen or have any empathy.  They do not help you with getting assistance somewhere else.  YOU ARE ON YOUR OWN.  His ""practice"" should be shut down!!!",100315017,Vitals
325108,"i have been treating with Dr. Mann for several months now.  He is so kind and empathetic.  He listens to you and spends as much time with you as you need.  He has given me several injections and i have never felt any horrible pain.  He is decisive, quick, and his technique is perfected.  Dr. B and Dr. Singh his associates are also excellent. He will work with your insurance and his staff does a great job getting through the horrible bureaucracy of managed health care.  With Dr. Mann, the patient always comes first!  More doctors should take such pride in their code of ethics!  You will not be disappointed!  God bless Dr. Mann and his staff!",100071297,Vitals
3813375,"Have been going to this clinic for two years and agree with the reviews that this is the best spot in town! After struggling with terrible cystic acne since a teen, I developed rosacea in my mid 20s and her PA has taken great care of me! I know when I&#39;m ready for laser and Botox that no other team will take better care. If you want to trust only the best with your face, look no further!",100871887,Yelp
3026973,"Dr. Gallia, his PA Krysta, and secretary Angie are all wonderful! They have gone out of their way to make our long distance trips productive and are very thorough in their search for answers!",100694756,RateMD
1394289,Wouldn't even be able to tell you about the Dr because they turned me away after showing up 10 minutes BEFORE my appt time. THEY didn't tell me that I needed to be there 30 minutes prior to my appt for paperwork and then couldn't see me or even look to see what's open or try to help at all. It took me a month to even get an appt & then took time off work to be able to accommodate their crazy schedule & then this. I didn't even bother attempting to reschedule - I'll find a more competent office.,100317093,HG
783277,"Went to see Dr. Rapkin once, 1st visit was very self explanatory, more like a meet and greet. Had a few concerned used my chart to address those concerns as the worsen after 1st visit, 1st attempt tried to route my concerns to my PCP when there were GYN related and 2nd attempt did not response via my chart. 

In regards of billing my EOB says I only own them $20 spoke to the insurance and confirm but they trying to charge me $195. Neither myself or the insurance can figure out why. 


I'm trying to start family planning and it's not the doctor or the place to stress over during my pregnancy. Do not plan to return, not worth it.",100177322,RateMD
3066665,"Very patient & compassionate Doctor,does not rush you out of his office, appears to be very knowledgeable & competent",100705100,HG
3834199,"I saw Dr. Croft for a second opinion. He spent more time explaining my diagnosis to my wife and me in a way that I could understand. I appreciated that he made sure that I was informed of all of my treatment options, while respecting my specific needs. Highly recommended!",100875753,Vitals
1772662,"He took great care of me and my twins. He went above and beyond Dr.  care in my book. Yes agree he is a bit quite at first. I would rather  have a Dr who listens than one who doesn't! My nurses told me he will be their Dr in the future. He was always checking on you in the hospital any time any day. If you want go tot the hospitals and  ask how they like him. Don't sit on your hands and read negative blogs. Do your own research, you would if you were buying a car Right?",100405264,Vitals
4564659,"Totally satisfied with Dr. Gorla. He exudes quiet competence, attention to detail, is an empathic listener, performed a flawless procedure which exceeded clinical expectations and has a skilled staff. He exceeds expectations. I would highly recommend Dr. Gorla to family and friends and not hesitate to have my children under his skilled care should the occasion arise.",101046492,HG
814751,"I'll start by saying that Dr. Whittington seems to be a good guy. However, his staff is TERRIBLE!  LYING, DISHONEST, AND RUDE best describes the women working in this office. Personally I like the doctor but these outrageously rude women working in his office will keep our family from ever returning!  I would NOT recommend this doctor.",100186007,Vitals
1148824,Dr. Porter did a complete knee replacement on me almost two years ago.  I found him to be an awesome surgeon.  His post surgery care was impeccable and thorough.  His bedside manner and sense of humor made it so much easier to go through the horrible pain and discomfort following such a surgery.  I would be willing to strongly recommend Dr. Porter for any Orthopedic concerns one might have (and in fact have done so).,100261196,RateMD
4242116,the injections that I get in my neck and hip help control my pain. Dr Love is a great doctor.,100971686,HG
359409,"Very helpful and caring treatment., Seemed very knowledgeable and caring.",100077316,Vitals
1036965,"When you go in to see a doctor, in my opinion the ancillary staff is not that significant. Contrary to some of the negative comments about the professionality of his front office staff, I didn&#39;t experience that. Yes she was curt and not the happiest person, but I wadnt taking my son to see her. <br><br>Dr Sami. Very professional. Friendly. Engages you from the waiting room. I took my toddler to see him 3 times for allergic conjunctivitis and astigmatism. <br>He was very friendly and knew how to interact with my loving but vivacious toddler. He was very calm and his clinical acumen is superb. I&#39;m conservative and I was glad he recommended a conservative approach instead of some aggressive treatments  because its lucrative. <br>So in summary if you want a competent pediatric ophthalmologist with good bedside manners, then you can&#39;t go wrong.",100237987,Yelp
4041323,"Rude,specifically asked his nurse if he was able to refill a certain prescription she said yes. When I got there he got agitated because I didn't want a H1N1 vaccine, basically told me my sleep specialist was speaking through his nose and then wanted to send me to another specialist. When I asked him why his nurse told me he could treat me he got irate and told me thats why he is the doctor and that is why his nurse is his nurse. No prescription but took my money.",100926295,RateMD
1672602,"Dr. Sheth is great!  He took time with me and answered all my questions without making me feel rushed.  He was the epitome of professionalism, but also put me at ease with some laughter right before my procedure. (It was the first time I'd ever gotten anything done).  The staff at both his office and the plainsboro hospital were also very professional and extremely kind.",100382134,HG
1027728,I absolutely adore this doctor!  I met him at my work and knew right away he was the perfect dermatologist for me!  So Sweet and caring!  He listens so well and takes care of you like good family.  ...Now I just got to get him back into the gym heehee :),100236521,Vitals
1435586,"Very rude!! Doesn't care about her patients was fired from her last office I heard and I completely understand if so! She acts like you are an idiot, doesn't listen to you, treats you like a child, and doesn't care for you like a provider should! She needs help! No people skills acts more like that snobby 17 year old girl everyone knew in high school. A complete *s^",100328646,HG
1643057,"Our family first met Dr. Hartman almost 20 years ago in the ER at Simi Hospital when our son broke his arm. He came back to set his arm after just arriving home for the day. Since then he fixed my wife's fractured ankle and did my arthroscopic knee surgery. Recently I've seen him for knee replacement. He is compassionate, honest and spends time answering questions. We will always recommend Dr. Hartman to family and friends and are grateful he has been our go to orthopedic doc for so many years.",100377221,HG
3787656,"I recently was seen by Dr. Kayman's new wonderful associate Dr. Camarillo for a check up and to look at a little bump on my arm. I was extremely pleased with Dr. Camarillo. She was very professional and easy to talk to since I did have some worrisome concerns. I could tell she was very present and listening when I voiced my concerns. It's reassuring when you know your doctor is listening to you.  Dr. Camarillo decided to biopsy the small bump on my arm which later turned out to be a Squeamish Cell Carcinoma. This was my first skin cancer and she was excellent in putting my mind at ease. She educated me on the type I had explaining that it is the second most common type of skin cancer. I wanted to have it treated immediately since I was going out of town in a few days. Dr. Camarillo was kind enough to fit me in at the end of a long day. She clearly explained the treatment that she would be performing on me calming my nerves. She then performed the Electrosurgery procedure which took about 10 min. She was thorough but also efficient in the treatment and most of all she made sure it didn't hurt. I could not have been more satisfied with Dr Camarillo in every step.  I highly recommend her, she was great!
I also have to mention the that the whole staff at Presidio Dermatology is awesome. Nicole, Therese, and Tiffany are the best. I with out a doubt would recommend Presidio Dermatology for any dermatology needs.",100864285,Yelp
903727,"I had a snow skiing injury to my knee, and was referred to Dr. Mikles. At first, I really liked her and let her do my first knee surgery. During the 1st surgery, she supposedly did a lateral release, a cartilage resurface, and a kneecap realignment; she took 25 minutes to do all of these things. After surgery, I did PT for months, but I was still feeling constant pain (3-4 on a 10 scale at all times) and had extremely limited mobility (I could barely put my heel down to walk). I told this to her, and she wanted to do a cartilage replacement, which is a year long recovery. I sought out a 2nd opinion on this, and let this new dr perform a 2nd surgery on the same knee. He realized that I had been dealing with a torn tendon for months, that she had missed completely. Not only this, but everything she did in the first surgery failed, and my kneecap was so off-aligned that it was digging into the muscle around it. Also, the cartilage she wanted to replace was completely fine. A nice lady, but definitely would not recommend her to anybody.",100208554,RateMD
1222084,"Dr. Klootwyk, John, and Jeff at Methodist Sports Medicine are the best medical team I've ever dealt with. I highly recommend Dr. Klootwyk to anyone having knee issues.",100277412,Vitals
2201951,"very rude, uncaring, unprofessional. never will go back to see her again would never recommend anyone to go to her unless if you want to  feel like a piece of dirt.",100503797,Vitals
2366846,I owe the lives of my 3 girls to Dr. Katz! My first pregnancy I was hospitalized at 27 weeks due to incompetent cervix & other issues. I was too far along to have a cerclage done. I had my baby at 35 weeks and everyone at CPMC took great care of me. My last 2 pregnancies Dr. Katz did my cerclage. His technique for doing this kept my babies in me till 37-38 weeks. He's very patient and thorough in explaining procedues. He calmed all my nerves before going in for surgery. I'm kind of sad this is my last child and I will no longer see him. He truly is the best of the best out there. I wouldn't trust anyone else to do my cerclage if I had to get another one.,100541145,Yelp
765612,"I have been seeing Dr Sorsby for approx 6yrs... he has his ups and downs but over all I enjoy my appointments with him, there has been a lot of change with employees at front desk but his actually nurses have been with him for years, they are both usually very pleasant ladies! More change needs to happen but over all  I would definitely recommended this office to my friends and family.",100173727,Vitals
4881658,"Dr Pride was very kind, knowledgeable & attentive to my concerns.",101115386,HG
4090898,Docter Omatta M Sirisena is not retired and still in active medical practice[which could easlly be checked contacting the NC Medical Board].,100937321,Vitals
1281283,He is my Guy. Not another surgeon will I seek for my shoulder or knee needs.  He is a fabulous compassionate doctor and Kevin is on equal status with him.  GO SEE THEM AT ATLANTA KNEE AND SHOULDER - you can thank me later !,100290497,Vitals
2478572,"He is a good Doc.  I dont like the fact that you have to wait on hold for over twenty min, when calling to talk to a nurse.  But that is my only issue.  I like the Hoff!!",100568358,Vitals
1254688,Dr. Siragusa is the best dermatologist that I have ever had.  He found a melanoma cancer on me that had been misdiagnosed two times before in another state.  It is so good to have a doctor that you have the utmost confidence in.,100286135,Vitals
771333,"You will wait that's true.. I've waited as long as 4 hours but it's completely worth it. I went to doctor Baker needing a second opinion on my loss of vision I'm 29. The previous doctor, who I'd like to name but I won't, told me that my vision will correct its self and there was nothing they could do... WRONG!! A week later I went to see Dr. Baker that same day I got my first injection and a week later I could see again. I can't say enough about Dr. Baker and his staff, they gave me my life back",100174797,HG
1448044,"I have been with Dr. Htin for about 7 years now and I can't agree with the negative comments here. Dr. Htin is the best pain management Doctor out there, if you do what you're supposed to do then you won't have any problems.  I agree with the other person that said, "" if you are a drug seeker he will weed you out quick"" he is very caring and listens, which is very rare in this practice. Dr. Htin has always treated me with the upmost respect, and has helped me a lot.. He truly cares..",100334775,Vitals
2577404,"I have been a patient for 13years, Dr. Patterson is an excellent doctor. She takes the time out to listen to all your questions. Will always recommend her.",100591320,HG
4581788,"She is always caring, willing to spend whatever time is needed with me.  Thorough, compassionate, puts the interest of her patients first.  She explains everything well and listens to concerns.",101049382,HG
2289760,"UNPROFESSIONAL!!!! I took my mother here and they had one of their nurses walking around with an ankle monitor on.
Does this place allow criminals to work for them??? My mother will never be going back and I would not recommend this place to anyone. Very unprofessional...",100521790,Yelp
1875922,"My name is Michelle. I am from Long Beach, CA. I had a disk herniation on my L5-S1 for about two years. I was then told by my local doctor that I would need fusion surgery. I did not want to do that surgery, I was afraid about the risk of being paralyzed afterward. Recently, about 6 months ago, I started getting worse pain that went down to my left leg. I did my own research online and I found the Back Institute. I had my surgery and I feel great. Have no pain on my left leg, my pain from my back is gone. I do feel absolutely great. It is a great blessing, very emotional, I am able to do things that I was not able to do before. It's great. I really recommend people to see Dr. Ditsworth.",100429802,Yelp
4147898,Both myself and my wife have been patients of Dr Young for a number of years. We have found her to be caring and knowledgeable. I would highly recommend her.,100950223,HG
1571487,I got prescription I didn't even need worse doctor ever,100362260,Vitals
4787236,"How do I say how great she is?! Hands-down Dr. Kristen Mosier is a unicorn. If all healthcare workers were like her, the world would be a better place! Even wearing the ridiculous smock and drape, she makes you feel so comfortable and genuinely cared about. My last delivery, I had a few complications afterwords, and she came to visit me in the hospital on her weekend off, just to check on me. I mean honestly. Who does that? Do yourself a favor. Check her out and have someone who truly is invested in the well-being of you and your child.",101093508,HG
2398327,"Very good communication, accommodating to schedules, describes the procedure, pleasant experience.",100550477,Vitals
2748180,"Dr. Emspak always spends a lot of time with me during my appointments.  She is very accommodating and responsive in her communication.  I hope she never retires because she's the best doctor I've ever had, and I don't think there are a lot like her out there!",100629024,Vitals
2195622,I love Dr. Suprin and have been his patient for years.  I followed him from his Brooklyn location to the new Queens location.  I will be his patient for life.  He is caring and never rushes you out of the office.  Dr. Suprin is an excellent listener,100502646,Vitals
252766,"I went to three surgeons to get a consensus on how to repair my hip in the most non invasive way possible.  Dr. Hannon was a stand out.  One of the surgeons I interviewed literally said he&#39;d do whatever surgery I wanted.  Dr Hannon explained why I needed full hip replacement and why a less invasive procedure would only make things worse quickly.  The surgery went well, I was discharged from the hospital a day early and was back to work in 2 weeks.  He&#39;s a skilled surgeon with an excellent bed side manner.  Those two don&#39;t often go together.  <br><br>Highly recommended!",100053157,Yelp
360323,"Pearls of Wisdom, 5 Stars Across the Board!!!!
  It was a pure joy to meet, and listen to the peals of wisdom from Dr. Pierre-Louis.  She was attentive and mad my visit to the doctor pleasant.  Great listening skills and I can not wait for the results.  She and her staff were very welcoming and I highly recommend the Twin Cities Dermatology Center/Clinic.",100077316,Vitals
2061247,"Excellent, I had a laparoscopic cholecystectomy with Dr. Lalezari. I was concerned at the beginning that it was cancer but once Dr did my surgery he gave me the good news it wasn't cancer. I'm really happy with my results. Thank you so much Dr.Lalezari",100472021,Vitals
407303,"I&#39;ve been coming to this medical group since 1992 &amp; had been seeing Dr.Kamiskas. She was wonderful however she retired this year. So I scheduled my annual exam with Lisa Sherwood- what a delightful person. She spent time getting to know me &amp; asked many questions about my health- past &amp; present. She ordered some blood work &amp; personally called me with the results. I&#39;m also seeing Molly the nutritionist- she has helped me so much with my weight loss &amp; setting reasonable goals. And today I had my mammogram- it was quick and fairly painless &amp; the staff was so professional &amp; caring. I have always been greeted in a professional matter when entering the office or calling on the phone. I&#39;ve never had any issues with getting an appointment or using the patient portal. Yes, sometimes there is a long wait but emergencies do arise in this type of practice. I will continue coming here &amp; recommend.",100089268,Yelp
4066470,"As a healthcare professional, I know when I see a great provider, an OK provider, and one that just does not care. Unfortunately Dr. Marx is one that shows he does not care. I am a patient that had thyroid malignancy and total removal. He insists on putting me into a ""box"" of standard treatment, when it has proven not to work. Not all patients fit into certain categories, everyone is different. He lacks the ability to listen and realize this!!! I will be following up with another Provider...",100933766,HG
1996179,Doctor Olga Goodman is the smartest doctor I ever seen. Period. Period. Period. She is treating me and my daughter with the respect she would give her own close friends or family members . Staff is great too. I highly recommended Dr. Goodman and Rockford Orthopedics.,100457975,HG
1187939,"She diagnosed me incorrectly and ruined my life for about a week and a half while I was waiting to see my primary. Turns out she had absolutely no idea what she was talking about with my diagnosis and made it to where I didn't wanna leave my house for days because of how upset I was. 

AVOID THIS DOCTOR.",100268958,Vitals
739267,Office smelled like cigarettes.  I was misdiagnosed.,100165218,Vitals
1947724,Dr Lewis is great,100449047,HG
1197909,Walking into Dr. Bryk's wing was like leaving a hospital and entering a spa where I just happened to have been treated for my meniscal tear. Dr. Bryk was  so knowledgable and an expert surgeon. I really appreciated his hands on approach and how concerned he was that I not rush into surgery. I can barely see my scar and my knee is better than ever. His staff is friendly and kind.,100273959,Vitals
4292150,"I have been a patient of Dr. Mousavi for more than 20 years.  My treatment has been top notch in every regard.  He has literally saved my life on more than one occasion.  He has been careful, thoughtful, knowledgeable, and conservative in his approach to my care.  Other doctors and nurses and others who are his patients with whom I have spoken all speak highly of him.  He has been compassionate to my family on every encounter.  He has a great office staff who are friendly and supportive.",100983537,HG
4177154,He was very knowledgable and never goes to excess. He is kind and understanding and will always go the extra mile for his patients. He's patient and very easy to get along with and I've returned to him and will continue to turn to him for my spinal issues.,100955179,Vitals
2352319,"Had a shoulder reconstruction 
Fine Doctor and Staff",100538870,Vitals
2686428,"I met with many ENT&#39;s in the Austin area. All who felt my sleep apnea issues should be managed by use of CPAP machine. I am an active person with healthy weight, but still had mild to moderate sleep apnea. For five years, I could not sleep without use of the CPAP machine or I would wake up gasping for air.  I had a strong gut felling that my sleep apnea was obstructive in nature and if I could only find the right surgeon to fix my structural issues, I could have my life back and no longer be tethered to a breathing machine. I interviewed Dr. Nason and found him to be very personable and a great listener.  I never felt rushed. He answered all my questions no matter how trivial.  Dr. Nason suggested doing a procedure called a UPPP to help with obstructive issues. I went home and did more research on the procedure and came back for another visit to ask more questions. I knew that the procedure would be painful, but it offered good odds that I could breathe on my own again. I am now four weeks post UPPP.  I am sleeping peacefully without use of a machine and every day gets better. I am so grateful to Dr. Nason for his care and skills as a surgeon. I recommend him highly!<br>Susan T.",100612767,Yelp
4034811,I and my family have been seeing Dr Morris for the last 3 years.  She has been a true partner in helping us address our daughter's ADHD.  Her recommendations have always been spot on and she takes the time to actually listen not only to me and my husband but also to our daughter.,100924846,HG
